iter	time	rmse
0	1.83e-07	3.63945
1	0.279386	1.83346
2	0.559857	0.984122
3	0.838713	0.927031
4	1.11812	0.907985
5	1.39793	0.898766
6	1.67764	0.893417
7	1.95704	0.889888
8	2.23666	0.887257
9	2.51598	0.884832
10	2.79569	0.882035
11	3.0751	0.878505
12	3.35478	0.874525
13	3.63343	0.870647
14	3.91294	0.867314
15	4.19252	0.864583
16	4.47172	0.862364
17	4.75108	0.860545
18	5.03068	0.859037
19	5.31013	0.857765
20	5.58964	0.856681
21	5.86992	0.855725
22	6.14966	0.854882
23	6.42919	0.854099
24	6.70846	0.853373
25	6.98712	0.852667
26	7.2664	0.851965
27	7.54597	0.851252
28	7.82554	0.850513
29	8.10507	0.849747
30	8.38177	0.848966
31	8.66008	0.848176
32	8.9392	0.847392
33	9.21878	0.846628
34	9.49803	0.845883
35	9.77716	0.845175
36	10.0566	0.844513
37	10.3359	0.843894
38	10.6152	0.843305
39	10.8945	0.842741
40	11.174	0.842211
41	11.4539	0.841709
42	11.7332	0.841238
43	12.0128	0.840775
44	12.2923	0.840339
45	12.5719	0.839918
46	12.8513	0.839495
47	13.131	0.839078
48	13.4102	0.83867
49	13.6897	0.838269
50	13.9689	0.83787
51	14.2484	0.837474
52	14.5277	0.837068
53	14.8072	0.836666
54	15.0866	0.836256
55	15.3662	0.835854
56	15.6456	0.835448
57	15.9253	0.835044
58	16.2045	0.834647
59	16.484	0.834247
60	16.7638	0.833851
61	17.0433	0.833465
62	17.3226	0.833091
63	17.6022	0.832715
64	17.8814	0.832356
65	18.1608	0.832005
66	18.4401	0.831676
67	18.7197	0.831343
68	18.999	0.831028
69	19.2785	0.830728
70	19.558	0.83043
71	19.8373	0.830144
72	20.1167	0.829864
73	20.396	0.829596
74	20.6753	0.829345
75	20.9544	0.829095
76	21.2339	0.828855
77	21.5133	0.828624
78	21.7925	0.828399
79	22.0718	0.828186
80	22.3518	0.827967
81	22.6313	0.827755
82	22.9106	0.827546
83	23.1906	0.827344
84	23.47	0.827143
85	23.7574	0.826952
86	24.0389	0.826758
87	24.3185	0.826568
88	24.5978	0.826377
89	24.8776	0.826191
90	25.1569	0.826012
91	25.4364	0.825834
92	25.7156	0.825655
93	25.9956	0.825474
94	26.2749	0.825298
95	26.5545	0.825118
96	26.8341	0.824946
97	27.1135	0.824772
98	27.3927	0.824601
99	27.6727	0.824435
100	27.9519	0.824273
101	28.2315	0.824107
102	28.5109	0.823944
103	28.7905	0.823787
104	29.0699	0.823623
105	29.3491	0.82347
106	29.6289	0.823321
107	29.9083	0.823176
108	30.1879	0.82304
109	30.4667	0.822901
110	30.7462	0.822767
111	31.0255	0.822632
112	31.3052	0.8225
113	31.5846	0.822375
114	31.8641	0.822249
115	32.144	0.822122
116	32.4235	0.822005
117	32.7037	0.821895
118	32.9832	0.821779
119	33.2636	0.821666
120	33.5429	0.821554
121	33.8214	0.821449
122	34.1013	0.821347
123	34.381	0.821245
124	34.6603	0.821143
125	34.9401	0.821049
126	35.2195	0.820958
127	35.4992	0.82087
128	35.779	0.82078
129	36.0587	0.820693
130	36.3382	0.820611
131	36.618	0.820523
132	36.8974	0.820444
133	37.177	0.820371
134	37.4575	0.820292
135	37.738	0.820216
136	38.0174	0.820143
137	38.2969	0.820072
138	38.5769	0.820002
139	38.8565	0.819935
140	39.1348	0.819865
141	39.4152	0.819796
142	39.6944	0.819731
143	39.9733	0.819668
144	40.2528	0.819603
145	40.5322	0.819541
146	40.8117	0.819477
147	41.0911	0.819419
148	41.3708	0.819359
149	41.651	0.819298
150	41.9304	0.819242
151	42.2102	0.819184
152	42.4895	0.819129
153	42.7694	0.819073
154	43.0491	0.819018
155	43.3287	0.818961
156	43.6073	0.818905
157	43.887	0.818854
158	44.1665	0.818802
159	44.4463	0.81875
160	44.7259	0.818699
161	45.0061	0.818647
162	45.2856	0.818601
163	45.5654	0.81855
164	45.8444	0.818501
165	46.1235	0.818452
166	46.403	0.818401
167	46.6829	0.818357
168	46.9623	0.818316
169	47.242	0.818268
170	47.521	0.818225
171	47.8003	0.81818
172	48.0796	0.818132
173	48.3587	0.818091
174	48.6381	0.818045
175	48.9177	0.818
176	49.1971	0.817957
177	49.4775	0.817918
178	49.7569	0.817878
179	50.0364	0.817841
180	50.3158	0.817799
181	50.5955	0.817754
182	50.8751	0.817715
183	51.1548	0.817675
184	51.4341	0.817635
185	51.7136	0.817596
186	51.9931	0.817559
187	52.2718	0.817522
188	52.551	0.817485
189	52.8298	0.817446
190	53.1091	0.817408
191	53.3886	0.817371
192	53.6679	0.817339
193	53.9471	0.817301
