iter	smin	time	rmse
0	0	1.7383e-05	3.67915
14	5725.59	10.692	1.228
27	6719.77	20.8052	0.995123
41	6990.36	31.4949	0.914818
55	7002.75	42.1432	0.880356
69	6823.2	52.7894	0.862165
82	6498.12	62.8138	0.851676
96	6026.19	73.5773	0.843961
109	5541.77	83.6739	0.83876
123	5026.32	94.4166	0.83443
