iter	smin	time	rmse
0	0	1.3661e-05	3.6791
1	428.065	2.97733	2.91677
2	625.282	5.69875	2.52825
3	755.464	8.42637	2.29288
4	855.829	11.1754	2.13092
5	936.77	13.908	2.01033
6	999.397	16.6294	1.91585
7	1050.59	19.3727	1.83914
8	1096.18	22.0954	1.7752
9	1138	24.9272	1.72083
10	1176.93	27.6908	1.67386
11	1213.47	30.5014	1.63274
12	1247.96	33.3739	1.59636
13	1280.66	36.1449	1.56388
14	1311.74	38.9035	1.53466
15	1341.35	41.6283	1.50819
16	1369.6	44.3937	1.48407
17	1396.59	47.1606	1.46197
