iter	time	rmse
110	30.8127	0.822941
111	31.093	0.822802
112	31.3728	0.82266
113	31.6527	0.822531
114	31.9327	0.822404
115	32.2126	0.822277
116	32.4929	0.822155
117	32.773	0.822029
118	33.0534	0.821913
119	33.3335	0.821801
120	33.614	0.821689
121	33.8942	0.82158
122	34.1747	0.821477
123	34.4547	0.821373
124	34.7357	0.821274
125	35.0156	0.821177
126	35.2958	0.821081
127	35.5761	0.820991
128	35.8566	0.820899
129	36.1366	0.820815
130	36.417	0.820731
131	36.6971	0.820647
132	36.9774	0.820566
133	37.2573	0.820483
134	37.5362	0.820404
135	37.8163	0.820324
136	38.0965	0.820247
137	38.3769	0.820172
138	38.6572	0.820094
139	38.9373	0.820025
140	39.2176	0.819952
141	39.5007	0.819881
142	39.7808	0.819813
143	40.0614	0.819747
144	40.3414	0.819681
145	40.622	0.81962
146	40.9019	0.819553
147	41.182	0.819489
148	41.4623	0.81943
149	41.7423	0.819367
150	42.023	0.819306
151	42.303	0.819246
152	42.5833	0.819187
153	42.8625	0.819129
154	43.1429	0.819075
155	43.4231	0.819017
156	43.7037	0.818964
157	43.9837	0.818911
158	44.2645	0.818858
159	44.5445	0.818805
160	44.825	0.818751
161	45.105	0.818701
162	45.3854	0.818648
163	45.6657	0.818595
164	45.9461	0.818545
165	46.2261	0.818492
166	46.5069	0.818444
167	46.7869	0.818391
168	47.0672	0.818346
169	47.3476	0.818299
170	47.6257	0.81825
171	47.9058	0.818204
172	48.1861	0.818156
173	48.466	0.818109
174	48.7467	0.818066
175	49.0266	0.818021
176	49.3065	0.817979
177	49.5864	0.817935
178	49.8663	0.81789
179	50.1467	0.817849
180	50.4269	0.81781
181	50.7069	0.817771
182	50.9874	0.817731
183	51.2677	0.817691
184	51.5477	0.817649
185	51.8284	0.817612
186	52.1084	0.817575
187	52.3887	0.817537
188	52.6687	0.817493
189	52.949	0.817454
190	53.2291	0.817417
191	53.5094	0.817381
192	53.7884	0.817345
193	54.0688	0.817306
194	54.3494	0.817271
195	54.6304	0.817241
196	54.9107	0.81721
197	55.1912	0.817179
198	55.4715	0.817147
199	55.7522	0.817115
200	56.0325	0.817084
201	56.3131	0.817057
202	56.5934	0.817027
203	56.8743	0.816996
204	57.1545	0.816964
205	57.4357	0.816931
206	57.7163	0.816901
207	57.9969	0.816868
208	58.2774	0.81684
209	58.558	0.81681
210	58.8383	0.816782
211	59.1187	0.816755
212	59.399	0.816726
213	59.679	0.816699
214	59.9591	0.816675
215	60.2392	0.81665
216	60.5195	0.816625
217	60.8001	0.816599
218	61.0808	0.816576
219	61.3615	0.816553
220	61.6415	0.816529
221	61.9228	0.816504
222	62.2029	0.816481
223	62.4824	0.816457
224	62.7628	0.816436
225	63.0435	0.816413
226	63.3234	0.81639
227	63.604	0.816367
228	63.8842	0.816346
229	64.165	0.816323
230	64.4452	0.816302
231	64.7263	0.816282
232	65.0059	0.816259
233	65.2866	0.816239
234	65.5671	0.816219
235	65.8473	0.816201
236	66.1274	0.81618
237	66.4086	0.816161
238	66.6889	0.816142
239	66.9697	0.816123
240	67.2503	0.816103
241	67.5309	0.816088
242	67.8111	0.816069
243	68.0916	0.816051
244	68.3719	0.816032
245	68.652	0.816013
246	68.9321	0.815993
247	69.2129	0.815977
248	69.4931	0.81596
249	69.7733	0.815942
250	70.0537	0.815926
251	70.334	0.81591
252	70.6147	0.815893
253	70.8948	0.815875
254	71.1754	0.815857
255	71.4557	0.815841
256	71.7362	0.815824
257	72.0164	0.81581
258	72.2949	0.815795
259	72.575	0.815778
260	72.8563	0.815763
261	73.1363	0.815749
262	73.4169	0.815732
263	73.6993	0.815719
264	73.9802	0.815705
265	74.2605	0.815691
266	74.5412	0.815676
267	74.8213	0.81566
268	75.1016	0.815646
269	75.3818	0.815631
270	75.6625	0.815619
271	75.9428	0.815604
272	76.2234	0.815589
273	76.5041	0.815573
274	76.7851	0.815557
275	77.0653	0.815543
276	77.3462	0.815529
277	77.6263	0.815516
278	77.9069	0.815504
279	78.1876	0.815491
280	78.4677	0.815478
281	78.7479	0.815463
282	79.0284	0.81545
283	79.31	0.815439
284	79.5902	0.815425
285	79.8702	0.815409
286	80.1506	0.815396
287	80.4311	0.815383
288	80.7113	0.815369
289	80.9929	0.815359
290	81.2723	0.815347
291	81.5531	0.815336
292	81.834	0.815324
293	82.1147	0.81531
294	82.3949	0.815296
295	82.6758	0.815282
296	82.9532	0.815269
297	83.2338	0.815256
298	83.5139	0.815246
299	83.7949	0.815232
300	84.0745	0.815219
301	84.3553	0.815208
302	84.6349	0.815196
303	84.9159	0.815184
304	85.1959	0.815172
305	85.4767	0.815159
306	85.7569	0.815146
307	86.0376	0.815132
308	86.3179	0.815122
309	86.5987	0.815109
310	86.8787	0.815095
311	87.1594	0.815084
312	87.439	0.815071
313	87.7197	0.81506
314	87.9998	0.815049
315	88.2802	0.815039
316	88.5603	0.815025
317	88.8407	0.815014
318	89.1214	0.815004
319	89.4017	0.814993
320	89.6818	0.814981
321	89.9623	0.814969
322	90.2432	0.814958
