iter	smin	time	rmse
0	0	3.3596e-05	3.6791
1	367.07	6.9898	2.92928
2	595.829	13.9332	2.44149
3	730.666	20.8307	2.14338
4	820.361	27.6391	1.94324
5	883.797	34.446	1.79746
6	935.594	41.3407	1.68574
7	984.256	48.2333	1.59717
