iter	smin	time	rmse
0	0	1.3252e-05	3.6791
1	367.07	6.77594	2.92928
2	535.052	13.5632	2.55511
3	627.803	20.1968	2.3291
4	689.963	26.8143	2.17379
5	735.105	33.4838	2.05828
6	771.74	40.1204	1.96781
7	803.083	46.7373	1.89438
