iter	time	rmse
117	23.4713	0.822838
118	23.6717	0.822721
119	23.8722	0.822604
120	24.0729	0.822487
121	24.2731	0.822375
122	24.4734	0.822259
123	24.6735	0.82215
124	24.8742	0.822047
125	25.0747	0.821938
126	25.2751	0.821841
127	25.4758	0.821748
128	25.6762	0.821656
129	25.8768	0.821563
130	26.0774	0.821475
131	26.2786	0.821391
132	26.479	0.821304
133	26.6797	0.821225
134	26.8802	0.821146
135	27.0808	0.82107
136	27.2812	0.820996
137	27.4816	0.820925
138	27.6824	0.820855
139	27.8828	0.820791
140	28.0831	0.820728
141	28.2835	0.820663
142	28.4842	0.820597
143	28.685	0.820535
144	28.8851	0.82047
145	29.0852	0.820414
146	29.2857	0.820359
147	29.4863	0.820305
148	29.6865	0.820253
149	29.887	0.820206
150	30.0872	0.820155
151	30.2873	0.820105
152	30.4877	0.82006
153	30.688	0.820012
154	30.8882	0.819964
155	31.0885	0.819922
156	31.289	0.819882
157	31.4893	0.819839
158	31.6897	0.819794
159	31.8899	0.819756
160	32.0896	0.819716
161	32.2906	0.819676
162	32.4907	0.819638
163	32.691	0.819598
164	32.8911	0.819563
165	33.0916	0.819529
166	33.2921	0.819493
167	33.4923	0.81946
168	33.6924	0.819427
169	33.8929	0.819395
170	34.094	0.819363
171	34.2941	0.819329
172	34.4946	0.819298
173	34.6949	0.819266
174	34.8953	0.819233
175	35.0957	0.819207
176	35.2961	0.819176
177	35.4966	0.819147
178	35.6969	0.819117
179	35.8975	0.819087
180	36.0979	0.819057
181	36.2983	0.819029
182	36.4985	0.819001
183	36.6987	0.818974
184	36.8986	0.818943
185	37.099	0.818915
186	37.2992	0.818888
187	37.4995	0.818861
188	37.7001	0.818832
189	37.9	0.818804
190	38.1002	0.818776
191	38.3006	0.81875
192	38.501	0.818721
193	38.7013	0.818694
194	38.9016	0.81867
195	39.1018	0.818643
196	39.3023	0.818621
197	39.503	0.818595
198	39.7032	0.818572
199	39.9038	0.818547
200	40.104	0.818522
201	40.3043	0.818497
202	40.5047	0.81847
203	40.705	0.818447
204	40.9052	0.818425
205	41.1056	0.818403
206	41.3059	0.81838
207	41.5061	0.818357
208	41.7067	0.818337
209	41.907	0.818316
210	42.1072	0.818295
211	42.3078	0.81827
212	42.5081	0.818247
213	42.7083	0.818226
214	42.9086	0.818203
215	43.1091	0.818182
216	43.3098	0.818158
217	43.5097	0.818134
218	43.71	0.818113
219	43.9104	0.818091
220	44.1109	0.818068
221	44.3111	0.818049
222	44.5112	0.818031
223	44.7114	0.818013
224	44.9121	0.817993
225	45.1124	0.817975
226	45.3127	0.817956
227	45.5131	0.817936
228	45.7133	0.817917
229	45.914	0.817898
230	46.1144	0.817881
231	46.3147	0.817864
232	46.5149	0.817846
233	46.7152	0.81783
234	46.9154	0.817813
235	47.1159	0.817796
236	47.3162	0.817778
237	47.5164	0.817762
238	47.7176	0.817747
239	47.9179	0.817733
240	48.1181	0.817719
241	48.3186	0.817705
242	48.5189	0.81769
243	48.7193	0.817674
244	48.9196	0.817658
245	49.1199	0.817644
246	49.3205	0.817628
247	49.5209	0.817615
248	49.7211	0.817599
249	49.9215	0.817586
250	50.1219	0.817572
251	50.3226	0.817558
252	50.523	0.817548
253	50.7234	0.817536
254	50.9236	0.817523
255	51.1241	0.817509
256	51.3245	0.817497
257	51.526	0.817483
258	51.7268	0.817471
259	51.927	0.817459
260	52.1272	0.817449
261	52.3277	0.817437
262	52.528	0.817428
263	52.7282	0.817418
264	52.9285	0.817407
265	53.129	0.817394
266	53.3296	0.817382
267	53.5299	0.817373
268	53.7303	0.817364
269	53.9307	0.817356
270	54.131	0.817346
271	54.3313	0.817338
272	54.5315	0.81733
273	54.7317	0.817322
274	54.932	0.817313
275	55.1323	0.817305
276	55.3325	0.817297
277	55.5329	0.817289
278	55.7332	0.817281
279	55.9337	0.817275
280	56.1342	0.817267
281	56.3344	0.817258
282	56.5347	0.817253
283	56.7353	0.817246
284	56.9359	0.81724
285	57.1364	0.817232
286	57.3366	0.817225
287	57.5369	0.81722
288	57.7376	0.817213
289	57.9378	0.817206
290	58.138	0.8172
291	58.3385	0.817193
292	58.5388	0.817187
293	58.739	0.81718
294	58.9392	0.817173
295	59.1394	0.817168
296	59.3399	0.817162
297	59.5402	0.817158
298	59.7403	0.817154
299	59.9407	0.817148
300	60.141	0.817142
301	60.3414	0.817136
302	60.5416	0.817131
303	60.7419	0.817127
304	60.942	0.817121
305	61.1423	0.817115
306	61.3432	0.817111
307	61.5435	0.817107
308	61.744	0.817103
309	61.9442	0.817098
310	62.1445	0.817093
311	62.345	0.817088
312	62.5454	0.817084
313	62.7456	0.817079
314	62.9459	0.817074
315	63.1462	0.817069
316	63.3468	0.817064
317	63.547	0.81706
318	63.7472	0.817056
319	63.9478	0.817052
320	64.1482	0.817048
321	64.3484	0.817045
322	64.5488	0.817042
323	64.749	0.817038
324	64.9497	0.817036
325	65.1499	0.817033
326	65.3502	0.81703
327	65.5508	0.817027
328	65.7511	0.817023
329	65.9515	0.817021
330	66.1519	0.817016
331	66.3522	0.817014
332	66.5521	0.817012
333	66.7526	0.817008
334	66.9529	0.817005
335	67.1534	0.817001
336	67.3537	0.816998
337	67.5538	0.816994
338	67.7545	0.816991
339	67.9548	0.816988
340	68.155	0.816985
341	68.3555	0.816982
342	68.5559	0.81698
343	68.7561	0.816978
344	68.9564	0.816974
345	69.1568	0.816971
346	69.3572	0.816968
347	69.5575	0.816965
348	69.7579	0.816963
349	69.9584	0.81696
350	70.1586	0.816958
351	70.3589	0.816954
352	70.5591	0.816952
353	70.7593	0.81695
354	70.9595	0.816948
355	71.1599	0.816946
356	71.3605	0.816945
357	71.5608	0.816943
358	71.7613	0.816939
359	71.9617	0.816937
360	72.1624	0.816935
361	72.363	0.816934
362	72.5633	0.816933
363	72.7636	0.81693
364	72.9639	0.816929
365	73.1645	0.816926
366	73.365	0.816923
367	73.5651	0.816921
368	73.7654	0.816919
369	73.9658	0.816917
370	74.1663	0.816916
371	74.3666	0.816914
372	74.5666	0.816912
373	74.7669	0.816912
374	74.9677	0.816911
375	75.168	0.816911
376	75.3682	0.81691
377	75.5687	0.816908
378	75.7692	0.816907
379	75.9697	0.816906
380	76.1702	0.816904
381	76.3705	0.816902
382	76.5707	0.816902
383	76.771	0.816899
384	76.9712	0.816898
385	77.1718	0.816896
386	77.3721	0.816894
387	77.573	0.816893
388	77.7739	0.816891
389	77.9742	0.816889
390	78.1744	0.816889
391	78.3749	0.816887
392	78.5755	0.816886
393	78.7757	0.816885
394	78.9759	0.816884
395	79.1761	0.816884
396	79.3768	0.816884
397	79.5772	0.816882
398	79.7774	0.81688
399	79.9778	0.816879
400	80.1781	0.816878
401	80.3787	0.816877
402	80.5789	0.816875
403	80.78	0.816873
404	80.9802	0.816872
405	81.1807	0.81687
406	81.3811	0.816869
407	81.5813	0.816868
408	81.7818	0.816866
409	81.982	0.816865
410	82.1823	0.816865
411	82.3829	0.816865
412	82.5832	0.816864
413	82.7835	0.816863
414	82.9838	0.816862
415	83.1844	0.816861
416	83.3849	0.81686
417	83.5852	0.816859
418	83.7854	0.816858
419	83.9862	0.816857
420	84.1864	0.816857
421	84.3867	0.816856
422	84.5871	0.816855
423	84.7873	0.816854
424	84.9878	0.816853
425	85.188	0.816853
426	85.3884	0.816852
427	85.5887	0.816851
428	85.789	0.816851
429	85.9893	0.816849
430	86.1897	0.816849
431	86.3899	0.816848
432	86.5901	0.816847
433	86.7905	0.816846
434	86.9907	0.816845
435	87.1912	0.816843
436	87.3915	0.816843
437	87.592	0.816843
438	87.7925	0.816842
439	87.9927	0.81684
440	88.1929	0.816839
441	88.3933	0.816837
442	88.5946	0.816836
443	88.795	0.816835
444	88.9953	0.816835
445	89.1956	0.816834
446	89.3962	0.816834
447	89.5966	0.816834
448	89.7968	0.816832
449	89.9972	0.816831
450	90.1975	0.816831
