iter	smin	time	rmse
0	0	0.00110432	3.679
126	5126.06	10.0319	0.833487
250	3009.21	20.0661	0.816731
377	2652.4	30.0969	0.8119
505	2648.78	40.1622	0.810672
628	2645.95	50.2259	0.810583
753	2640.91	60.2911	0.810577
877	2634.24	70.358	0.810626
1002	2632.65	80.4066	0.810638
1129	2632.81	90.485	0.810649
