iter	smin	time	rmse
0	0	1.4802e-05	3.679
14	5775.17	10.566	1.22855
28	6800.25	21.1524	0.98645
42	7048.78	31.8882	0.911239
56	7052.18	42.5571	0.878515
70	6856.91	53.2844	0.86109
83	6517.99	63.3195	0.851231
97	6036.67	74.019	0.843655
111	5506.31	84.7251	0.838011
125	4983.89	95.4644	0.833674
