iter	smin	time	rmse
0	0	2.2254e-05	3.6791
1	428.065	2.91728	2.91677
2	698.377	5.76565	2.41306
3	895.576	8.55734	2.10162
4	1049.61	11.3373	1.89013
5	1159.21	14.101	1.73498
6	1255.07	16.8755	1.61572
7	1344.16	19.66	1.52114
8	1428.39	22.4947	1.44437
9	1508.23	25.274	1.38093
10	1583.53	28.0472	1.32773
11	1654.03	30.8234	1.28259
12	1719.45	33.6141	1.2439
13	1779.62	36.4074	1.21045
14	1834.47	39.2416	1.18133
15	1884.03	42.1072	1.1558
16	1928.44	44.9568	1.13328
17	1967.91	47.7807	1.11332
